NTD ID,Agency,City,State,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Diesel (gal),Gasoline (gal),Liquefied Petroleum Gas (gal),Compressed Natural Gas (gal),Bio Diesel (gal),Hydrogen (kg),Other Fuel (gal/gal equivalent),Electric Propulsion (kWh),Electric Battery (kWh),Diesel (miles),Gasoline (miles),Liquefied Petroleum Gas (miles),Compressed Natural Gas (miles),Hydrogen (miles),Other Fuel (miles),Electric Propulsion (miles),Electric Battery (miles),diesel_gal_questionable,diesel_mpg_questionable,questionable_data
40950,First Tennessee Human Resource Agency,Johnson City,TN,Independent Public Agency or Authority of Transit Service,Full Reporter,43210,"Johnson City, TN","128,519",49,0,"152,168","48,138",0,0,0,0,0,0,0,"2,013,393",0,0,0,"604,488",0,0,0,0,
50110,Bloomington Public Transportation Corporation,Bloomington,IN,Independent Public Agency or Authority of Transit Service,Full Reporter,8380,"Bloomington, IN","110,103",31,"220,715","23,485",0,0,0,0,0,0,"87,966","887,069","102,933",0,0,0,0,0,"15,121",0,0,
50191,Mid-Ohio Regional Planning Commission,Columbus,OH,"MPO, COG or Other Planning Agency",Full Reporter,19234,"Columbus, OH","1,567,254",19,0,"14,986",0,0,0,0,0,0,0,0,"320,301",0,0,0,0,0,0,0,0,
40140,"Collier County, dba: Collier Area Transit",Naples,FL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,8974,"Bonita Springs--Estero, FL","425,675",53,"295,618","141,497",0,0,0,0,0,0,0,"1,534,911","968,290",0,0,0,0,0,0,0,0,
40027,Pinellas Suncoast Transit Authority,Saint Petersburg,FL,Independent Public Agency or Authority of Transit Service,Full Reporter,86599,"Tampa--St. Petersburg, FL","2,783,045",270,"2,142,243","186,593",0,0,0,0,0,0,"170,577","9,858,063","1,535,387",0,0,0,0,0,"208,377",0,0,
40022,Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,"1,849,221","1,341,057",0,"4,357,955",0,0,0,"78,232,957","26,212","8,735,458","8,104,273",0,"15,970,070",0,0,"17,869,539","9,858",0,0,
60059,Brazos Transit District,Bryan,TX,Independent Public Agency or Authority of Transit Service,Full Reporter,18748,"College Station--Bryan, TX","206,137",65,"103,873","217,847",0,0,0,0,0,0,0,"574,186","2,262,690",0,0,0,0,0,0,0,0,
90213,"City of Petaluma, dba: Petaluma Transit",Petaluma,CA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,68887,"Petaluma, CA","65,227",13,"50,834","6,487",0,0,0,0,0,0,0,"239,655","40,413",0,0,0,0,0,0,0,0,
50163,"Licking County, Ohio, dba: Licking County Transit Board",Newark,OH,"City, County or Local Government Unit or Department of Transportation",Full Reporter,61705,"Newark, OH","81,223",18,11,"99,756",0,0,0,0,0,0,0,0,"873,800",0,0,0,0,0,0,0,0,
90031,Riverside Transit Agency,Riverside,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,75340,"Riverside--San Bernardino, CA","2,276,703",186,0,"250,060",0,"2,117,361",0,0,0,0,0,0,"1,803,568",0,"8,585,358",0,0,0,0,0,0,
60017,"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,"City, County or Local Government Unit or Department of Transportation",Full Reporter,65080,"Oklahoma City, OK","982,276",72,"431,359","4,389",0,"427,223",0,0,0,"1,594,300","56,533","1,895,983","46,801",0,"1,692,231",0,0,"154,793","27,088",0,0,
90019,"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,77068,"Sacramento, CA","1,946,618",367,"13,592","588,951",0,"3,390,905",0,0,0,"26,971,511","248,377","78,997","3,201,392",0,"9,414,287",0,0,"3,495,365","192,510",0,0,
90173,"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,56251,"Merced, CA","150,052",50,"230,496","153,212",0,0,0,0,0,0,0,"1,234,163","1,327,862",0,0,0,0,0,0,0,0,
40058,"City of Rome , dba: City of Rome Transit Department",Rome,GA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,76204,"Rome, GA","60,403",12,"20,316","50,352",0,0,0,0,0,0,0,"131,909","293,504",0,0,0,0,0,0,0,0,
70005,Kansas City Area Transportation Authority,Kansas City,MO,Independent Public Agency or Authority of Transit Service,Full Reporter,43912,"Kansas City, MO--KS","1,674,218",212,"524,414","196,088",0,"1,322,148",0,0,0,0,"6,026","2,440,477","2,393,137",0,"5,370,430",0,"5,804",0,"3,013",0,0,
80106,"North Front Range Transportation and Air Quality Planning Council, dba: North Front Range MPO / VanGo",Fort Collins,CO,"MPO, COG or Other Planning Agency",Full Reporter,30628,"Fort Collins, CO","326,332",32,0,"17,333",0,0,0,0,0,0,0,0,"452,064",0,0,0,0,0,0,0,0,
10006,Southeastern Regional Transit Authority,New Bedford,MA,Independent Public Agency or Authority of Transit Service,Full Reporter,61786,"New Bedford, MA","155,491",73,"370,729","103,392",0,0,0,0,0,0,0,"2,015,687","932,656",0,0,0,0,0,0,0,0,
60091,Hill Country Transit District,San Saba,TX,Independent Public Agency or Authority of Transit Service,Full Reporter,44992,"Killeen, TX","257,222",69,"123,246","164,310",0,0,0,0,0,0,0,"682,418","1,739,462",0,0,0,0,0,0,0,0,
90140,City of Peoria,Peoria,AZ,"City, County or Local Government Unit or Department of Transportation",Full Reporter,69184,"Phoenix--Mesa--Scottsdale, AZ","3,976,313",6,0,"18,261",0,0,0,0,0,0,0,0,"120,898",0,0,0,0,0,0,0,0,
90233,Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,Independent Public Agency or Authority of Transit Service,Full Reporter,98020,"Yuma, AZ--CA","135,717",55,"116,665","78,435",0,0,0,0,0,0,0,"566,874","860,956",0,0,0,0,0,0,0,0,
90094,"Metropolitan Transportation Commission, dba: MTC",San Francisco,CA,"MPO, COG or Other Planning Agency",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",442,0,"500,916",0,0,0,0,0,0,0,0,"8,070,002",0,0,0,0,0,0,0,0,
10130,"Connecticut Department of Transportation -CTTRANSIT New Britain , dba: CTTRANSIT",Berlin,CT,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,37243,"Hartford, CT","977,158",13,"237,724",0,0,0,0,0,0,0,0,"878,816",0,0,0,0,0,0,0,0,0,
44,Skagit Transit,Burlington,WA,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,"249,126","30,297","85,292",0,0,0,0,0,0,"2,227,145","613,292","430,753",0,0,"430,753",0,0,0,0,
20192,"Bergen County, dba: Bergen County Community Transportation",Hackensack,NJ,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",47,0,"88,760",0,0,0,0,0,0,0,0,"627,316",0,0,0,0,0,0,0,0,
90061,Yuba-Sutter Transit Authority,Marysville,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,97939,"Yuba City, CA","125,706",32,"183,961","27,519",0,0,0,0,0,0,0,"1,046,495","157,635",0,0,0,0,0,0,0,0,
10051,"Housatonic Area Regional Transit , dba: HARTransit",Danbury,CT,Independent Public Agency or Authority of Transit Service,Full Reporter,22096,"Danbury, CT--NY","171,680",43,"136,091","119,060",0,0,0,0,0,0,0,"468,549","798,011",0,0,0,0,0,0,0,0,
20018,"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority",Syracuse,NY,Independent Public Agency or Authority of Transit Service,Full Reporter,86302,"Syracuse, NY","413,660",214,"363,055","199,309",0,"752,372",0,0,0,0,0,"1,454,119","639,490",0,"3,371,834",0,0,0,0,0,0,
80028,Cache Valley Transit District,Logan,UT,Independent Public Agency or Authority of Transit Service,Full Reporter,50959,"Logan, UT","113,927",28,"209,231","22,126",0,0,0,0,0,0,0,"1,082,025","150,774",0,0,0,0,0,0,0,0,
40087,"City of Durham, dba: GoDurham",Durham,NC,"City, County or Local Government Unit or Department of Transportation",Full Reporter,25228,"Durham, NC","396,118",91,"552,498","118,910",0,0,0,0,0,0,"79,831","2,520,091","855,675",0,0,0,0,0,"32,845",0,0,
57,"Central Oregon Intergovernmental Council, dba: Cascades East Transit",Bend,OR,"MPO, COG or Other Planning Agency",Full Reporter,6868,"Bend, OR","106,988",41,"72,213","60,376",0,0,0,0,0,0,0,"634,985","485,490",0,0,0,0,0,0,0,0,
50005,City of Madison,Madison,WI,"City, County or Local Government Unit or Department of Transportation",Full Reporter,53200,"Madison, WI","450,305",181,"989,508",0,0,0,0,0,0,0,"36,465","5,691,032",0,0,0,0,0,0,"24,107",0,0,
40159,"Regional Transportation Authority, dba: WeGo Public Transit",Madison,TN,Independent Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",27,"257,025","6,108",0,0,0,0,0,0,0,"465,747","83,059",0,0,0,0,0,0,0,0,
30094,City of Harrisonburg,Harrisonburg,VA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,37162,"Harrisonburg, VA","73,377",40,"157,914","28,719",0,0,0,0,0,0,0,"623,477","176,988",0,0,0,0,0,0,0,0,
70008,"City of Cedar Rapids, dba: Cedar Rapids Transit",Cedar Rapids,IA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,14752,"Cedar Rapids, IA","192,844",26,"200,015","18,142",0,0,0,0,0,0,0,"997,136","151,994",0,0,0,0,0,0,0,0,
40093,"City of Greensboro , dba: Greensboro Transit Agency",Greensboro,NC,"City, County or Local Government Unit or Department of Transportation",Full Reporter,35164,"Greensboro, NC","338,928",76,"408,757","184,839",0,0,0,0,0,0,"901,802","1,882,950","1,228,150",0,0,0,0,0,"427,069",0,0,
80006,"Denver Regional Transportation District, dba: RTD-Denver",Denver,CO,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,"6,000,476","1,144,500",0,0,0,0,0,"98,673,023","1,134,626","29,148,562","9,115,243",0,0,0,0,"21,344,168","310,502",0,0,
50056,Greater Peoria Mass Transit District,Peoria,IL,Independent Public Agency or Authority of Transit Service,Full Reporter,68509,"Peoria, IL","259,781",77,0,"115,841",0,0,"512,999",0,0,0,"13,400","2,225,382","1,022,751",0,0,0,0,0,"19,897",0,0,
30010,Lehigh and Northampton Transportation Authority,Allentown,PA,Independent Public Agency or Authority of Transit Service,Full Reporter,1495,"Allentown--Bethlehem, PA--NJ","621,703",118,"228,448","173,031",0,"742,296",0,0,0,0,0,"1,195,407","1,466,795",0,"2,772,669",0,0,0,0,0,0,
90162,"The Eastern Contra Costa Transit Authority, dba: Tri Delta Transit",Antioch,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,2683,"Antioch, CA","326,205",91,"508,042","114,982",0,0,0,0,0,0,"91,839","2,275,297","787,593",0,0,0,0,0,"40,553",0,0,
90088,Napa Valley Transportation Authority,Napa,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,61057,"Napa, CA","84,619",46,"203,046","77,977",0,"35,962",0,0,0,0,0,"1,373,039","419,072",0,"335,649",0,0,0,0,0,0,
50016,Central Ohio Transit Authority,Columbus,OH,Independent Public Agency or Authority of Transit Service,Full Reporter,19234,"Columbus, OH","1,567,254",274,"686,110","104,286",0,"3,129,891",0,0,0,0,"53,430","2,853,209","1,741,707",0,"11,004,944",0,0,0,"26,307",0,0,
42000,Atlanta-Region Transit Link Authority,Atlanta,GA,State Government Unit or Department of Transportation,Full Reporter,3817,"Atlanta, GA","5,100,112",239,"566,429","137,352",0,0,0,0,0,0,0,"3,674,169","1,794,176",0,0,0,0,0,0,0,0,
20113,Regional Transit Service,Rochester,NY,Independent Public Agency or Authority of Transit Service,Full Reporter,75664,"Rochester, NY","704,327",240,"1,077,766","348,033",0,0,0,0,0,0,"316,588","4,576,973","2,927,078",0,0,0,0,0,"187,664",0,0,
99425,Pomona Valley Transportation Authority,La Verne,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",27,0,"43,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70018,"City of Iowa City, dba: Iowa City Transit",Iowa City,IA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,41590,"Iowa City, IA","126,810",21,"170,151",0,0,0,0,0,0,0,"86,400","707,728",0,0,0,0,0,0,"28,332",0,0,
60090,Lower Rio Grande Valley Development Council,Weslaco,TX,"MPO, COG or Other Planning Agency",Full Reporter,52390,"McAllen, TX","779,553",35,"171,542","178,384",0,0,0,0,0,0,0,"1,191,766","836,968",0,0,0,0,0,0,0,0,
20228,"Enterprise Holdings, LLC",Syracuse,NY,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,86302,"Syracuse, NY","413,660",1,0,257,0,0,0,0,0,0,0,0,"4,991",0,0,0,0,0,0,0,0,
10016,Greater Portland Transit District,Portland,ME,Independent Public Agency or Authority of Transit Service,Full Reporter,71263,"Portland, ME","205,356",30,"211,763",0,0,"52,999",0,0,0,0,"50,599","1,124,377",0,0,"233,984",0,0,0,"26,414",0,0,
30070,"Potomac and Rappahannock Transportation Commission, dba: OmniRide",Woodbridge,VA,Independent Public Agency or Authority of Transit Service,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",380,"1,093,231","255,574",0,0,0,0,0,0,0,"5,892,565","5,060,588",0,0,0,0,0,0,0,0,
10049,Greater New Haven Transit District,Hamden,CT,Independent Public Agency or Authority of Transit Service,Full Reporter,62407,"New Haven, CT","561,456",51,0,"254,935",0,0,0,0,0,0,0,0,"2,044,045",0,0,0,0,0,0,0,0,
70057,Loop Trolley Transportation Development District,St. Louis,MO,Independent Public Agency or Authority of Transit Service,Full Reporter,77770,"St. Louis, MO--IL","2,156,323",1,0,0,0,0,0,0,0,"117,058",0,0,0,0,0,0,0,"1,666",0,0,0,
40265,"North Central Alabama Regional Council of Governments, dba: NARCOG Regional Transit Agency",Decatur,AL,"MPO, COG or Other Planning Agency",Full Reporter,22690,"Decatur, AL","60,458",28,0,"33,458",0,0,0,0,0,0,0,0,"397,080",0,0,0,0,0,0,0,0,
99422,"San Joaquin Council, dba: Dibs",Stockton,CA,"MPO, COG or Other Planning Agency",Full Reporter,85087,"Stockton, CA","414,847",360,0,"391,661",0,0,0,0,0,0,0,0,"5,519,061",0,0,0,0,0,0,0,0,
60051,"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,Independent Public Agency or Authority of Transit Service,Full Reporter,20287,"Corpus Christi, TX","339,066",117,"96,937","238,576",0,"687,067",0,0,0,0,0,"397,715","1,997,792",0,"2,758,611",0,0,0,0,0,0,
10088,"Casco Bay Island Transit District, dba: Casco Bay Lines",Portland,ME,Independent Public Agency or Authority of Transit Service,Full Reporter,71263,"Portland, ME","205,356",4,"258,519",0,0,0,"45,658",0,0,0,0,"102,180",0,0,0,0,0,0,0,0,0,
90134,"Peninsula Corridor Joint Powers Board, dba: Caltrain",San Carlos,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",85,"4,118,068",0,0,0,0,0,0,0,0,"1,462,711",0,0,0,0,0,0,0,0,0,
10013,Merrimack Valley Regional Transit Authority,Haverhill,MA,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",61,"351,367","98,387",0,0,0,0,0,0,0,"2,123,052","618,772",0,0,0,0,0,0,0,0,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Falmouth,MA,Independent Public Agency or Authority of Transit Service,Full Reporter,5167,"Barnstable Town, MA","303,269",22,"3,434,859","10,518",0,0,0,0,0,0,0,"665,538","40,521",0,0,0,0,0,0,0,0,
90062,Monterey-Salinas Transit,Monterey,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,80362,"Seaside--Monterey--Pacific Grove, CA","123,495",88,"477,661","261,963",0,0,0,0,0,0,"116,074","2,275,625","1,902,992",0,0,0,0,0,"58,289",0,0,
50024,Western Reserve Transit Authority,Youngstown,OH,Independent Public Agency or Authority of Transit Service,Full Reporter,97831,"Youngstown, OH","320,901",54,"309,182","91,134",0,0,0,0,0,0,0,"1,682,817","1,073,371",0,0,0,0,0,0,0,0,
40014,"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,Independent Public Agency or Authority of Transit Service,Full Reporter,35920,"Gulfport--Biloxi, MS","236,344",68,"151,257","40,291","12,247",0,0,0,0,0,"8,743","1,174,119","558,718",0,0,0,"88,412",0,"5,635",0,0,
30023,Beaver County Transit Authority,Rochester,PA,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",30,"36,072","70,879",0,"131,916",0,0,0,0,0,"154,867","536,537",0,"500,616",0,0,0,0,0,0,
50204,Jackson County Mass Transit District,Carbondale,IL,Independent Public Agency or Authority of Transit Service,Full Reporter,17,Illinois Non-UZA,"2,638,201",19,"3,243","55,297",0,0,0,0,0,0,0,"28,848","374,786",0,0,0,0,0,0,0,0,
40224,"Buncombe County, dba: Mountain Mobility",Asheville,NC,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3358,"Asheville, NC","285,776",27,0,"84,508","6,506","4,173",0,0,0,0,0,0,"972,741",0,0,0,"682,466",0,0,0,0,
40030,"City of Gainesville, FL, dba: Regional Transit System",Gainesville,FL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,32167,"Gainesville, FL","213,748",142,"810,323","97,021",0,0,0,0,0,0,"49,380","2,973,283","625,061",0,0,0,0,0,"36,555",0,0,
10098,"Western Maine Transportation Services, Inc.",Auburn,ME,Independent Public Agency or Authority of Transit Service,Full Reporter,49339,"Lewiston, ME","60,743",41,"33,410","48,371",0,0,0,0,0,0,0,"301,669","569,173",0,0,0,0,0,0,0,0,
90142,"University of California, Davis, dba: Unitrans",Davis,CA,University,Full Reporter,22420,"Davis, CA","77,034",25,0,"1,324",0,"184,886","22,985",0,0,0,0,"71,396","6,094",0,"642,871",0,0,0,0,0,0,
10007,Berkshire Regional Transit Authority,Pittsfield,MA,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,69778,"Pittsfield, MA","50,720",27,"55,215","100,503",0,0,0,0,0,0,0,"342,275","675,909",0,0,0,0,0,0,0,0,
50518,SouthWest Transit,Eden Prairie,MN,Independent Public Agency or Authority of Transit Service,Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",42,"201,800","65,009",0,0,0,0,0,0,"17,529","1,132,343","933,497",0,0,0,0,0,"71,046",0,0,
66339,New Mexico Department of Transportation,Santa Fe,NM,State Government Unit or Department of Transportation,Full Reporter,47935,"Las Cruces, NM","139,338",50,0,"71,200",0,0,0,0,0,0,0,0,"1,099,808",0,0,0,0,0,0,0,0,
90226,Imperial County Transportation Commission,El Centro,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,26405,"El Centro, CA","74,376",23,"143,615","87,328",0,0,0,0,0,0,0,"671,999","525,471",0,0,0,0,0,0,0,0,
10014,Worcester Regional Transit Authority,Worcester,MA,Independent Public Agency or Authority of Transit Service,Full Reporter,97291,"Worcester, MA--CT","482,085",99,"388,637","123,143",0,0,0,0,0,0,0,"1,817,367","1,548,417",0,0,0,0,0,0,0,0,
90144,Livermore / Amador Valley Transit Authority,Livermore,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,50533,"Livermore--Pleasanton--Dublin, CA","240,381",47,"299,474",0,0,0,0,0,0,0,0,"1,449,076",0,0,0,0,0,0,0,0,0,
30087,"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",26,"10,665","122,702",0,"35,281",0,0,0,0,0,"149,269","804,077",0,"240,935",0,0,0,0,0,0,
40007,"City of Raleigh, dba: GoRaleigh",Raleigh,NC,"City, County or Local Government Unit or Department of Transportation",Full Reporter,73261,"Raleigh, NC","1,106,646",262,0,0,0,"739,144","600,481",0,0,0,"79,863","2,296,355",0,0,"2,260,560",0,0,0,"23,938",0,0,
90148,Victor Valley Transit Authority,Hesperia,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,90541,"Victorville--Hesperia--Apple Valley, CA","355,816",258,0,"271,379",0,"849,290",0,0,0,0,"456,345",0,"3,787,609",0,"3,441,356",0,0,0,"194,471",0,0,
30058,"City of Fairfax, dba: CUE Bus",Fairfax,VA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",8,"94,852",0,0,0,0,0,0,0,0,"148,739",0,0,0,0,0,0,0,0,0,
60088,"Jefferson Parish, dba: Jefferson Transit",Gretna,LA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,62677,"New Orleans, LA","963,212",48,0,0,"110,323",0,"414,008",0,0,0,0,"1,847,884",0,"459,141",0,0,"459,141",0,0,0,0,
30072,"Frederick County, Maryland, dba: TransIt",Frederick,MD,"City, County or Local Government Unit or Department of Transportation",Full Reporter,31519,"Frederick, MD","176,456",36,"105,590","110,505",0,0,0,0,0,0,"212,523","547,383","580,941",0,0,0,0,0,"105,818",0,0,
60006,"City of El Paso, dba: Sun Metro",El Paso,TX,"City, County or Local Government Unit or Department of Transportation",Full Reporter,27253,"El Paso, TX--NM","854,584",167,0,"13,261",0,"1,950,845",0,0,0,"301,977",0,0,"145,162",0,"7,809,678",0,0,"26,708",0,0,0,
10042,Valley Transit District,Derby,CT,Independent Public Agency or Authority of Transit Service,Full Reporter,10162,"Bridgeport--Stamford, CT--NY","916,408",12,0,"36,674",0,0,0,0,0,0,0,0,"230,844",0,0,0,0,0,0,0,0,
11147,Rhode Island Department of Transportation,Providence,RI,State Government Unit or Department of Transportation,Full Reporter,72505,"Providence, RI--MA","1,285,806",1,"130,831",0,0,0,0,0,0,0,0,"20,933",0,0,0,0,0,0,0,0,0,
40051,"Town of Chapel Hill, dba: Chapel Hill Transit",Chapel Hill,NC,"City, County or Local Government Unit or Department of Transportation",Full Reporter,25228,"Durham, NC","396,118",88,"411,089","61,300",0,0,0,0,0,0,"19,057","7,491,545","364,922",0,0,0,0,0,"9,547",0,0,
30080,"Arlington County, Virginia, dba: Arlington Transit",Arlington,VA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",71,0,"19,229",0,"725,362",0,0,0,0,0,0,"206,863",0,"2,105,166",0,0,0,0,0,0,
30034,"Maryland Transit Administration, dba: MTA",Baltimore,MD,State Government Unit or Department of Transportation,Full Reporter,4843,"Baltimore, MD","2,212,038","1,486","10,297,180","1,372,937",0,0,0,0,0,"95,702,744",0,"24,492,193","13,201,784",0,0,0,0,"7,546,026",0,0,0,
60269,Texas State University,San Marcos,TX,University,Full Reporter,79201,"San Marcos, TX","70,801",38,"202,635",0,0,0,0,0,0,0,0,"846,929",0,0,0,0,0,0,0,0,0,
90223,"Paratransit, Inc.",Sacramento,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,77068,"Sacramento, CA","1,946,618",18,0,723,0,"56,575",0,0,0,0,0,0,"4,080",0,"385,618",0,0,0,0,0,0,
50193,"Michigan Department of Transportation, dba: MichiVan",,MI,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,23824,"Detroit, MI","3,776,890",166,0,"118,291",0,0,0,0,0,0,0,0,"2,084,059",0,0,0,0,0,0,0,0,
60133,McKinney Avenue Transit Authority,Dallas,TX,Private-Non-Profit Corporation,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",4,0,0,0,0,0,0,0,"301,900",0,0,0,0,0,0,0,"70,975",0,0,0,
40015,"City of Jackson, MS, dba: JTRAN-City of Jackson, MS",Jackson,MS,"City, County or Local Government Unit or Department of Transportation",Full Reporter,42211,"Jackson, MS","347,693",28,"135,287","50,027",0,0,0,0,0,0,0,"684,243","358,174",0,0,0,0,0,0,0,0,
50052,South Bend Public Transportation Corporation,South Bend,IN,Independent Public Agency or Authority of Transit Service,Full Reporter,83116,"South Bend, IN--MI","278,921",56,0,"49,471",0,"275,721","50,683",0,0,0,0,"8,153","327,001",0,"1,017,147",0,0,0,0,0,0,
90006,Santa Cruz Metropolitan Transit District,Santa Cruz,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,79336,"Santa Cruz, CA","169,038",86,"136,385","63,773",0,"510,058",0,0,0,0,"54,677","663,588","547,944",0,"2,212,370",0,0,0,"62,437",0,0,
60056,Dallas Area Rapid Transit,Dallas,TX,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,"1,460,507","3,518",0,"7,851,380",0,0,0,"117,051,226","250,496","601,053","2,555,790",0,"24,252,956",0,0,"9,774,927","105,808",0,0,
20163,"Lakeland Bus Lines, Inc.",Dover,NJ,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",36,"293,079",0,0,0,0,0,0,0,0,"1,011,075",0,0,0,0,0,0,0,0,0,
30076,Williamsburg Area Transit Authority,Williamsburg,VA,Independent Public Agency or Authority of Transit Service,Full Reporter,95411,"Williamsburg, VA","89,585",15,"140,007","20,632",0,0,0,0,0,0,0,"844,550","192,108",0,0,0,0,0,0,0,0,
40029,"Broward County Board of County Commissioners, dba: Broward County Transit Division",Fort Lauderdale,FL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",509,"4,042,687","563,087","785,061",0,0,0,0,0,0,"14,002,696","89,026","10,018,203",0,0,"10,018,203",0,0,0,0,
90306,Stanislaus Regional Transit Authority,Modesto,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,58006,"Modesto, CA","357,301",100,"531,063","53,712",0,"179,550",0,0,0,0,"142,560","2,383,088","410,960",0,"875,952",0,0,0,"77,238",0,0,
20008,MTA New York City Transit,Brooklyn,NY,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","10,019","27,958,302","3,570,980",0,"4,824,913",0,0,0,"1,552,447,460","618,599","99,104,718","28,059,319",0,"11,849,487",0,0,"351,844,250","123,529",0,0,
50021,Portage Area Regional Transportation Authority,Kent,OH,Independent Public Agency or Authority of Transit Service,Full Reporter,766,"Akron, OH","541,879",43,"101,677","89,947",0,"33,659",0,0,0,0,0,"453,944","773,077",0,"140,911",0,0,0,0,0,0,
40192,Martin County,Stuart,FL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,71479,"Port St. Lucie, FL","437,745",11,"100,785","5,679",0,0,0,0,0,0,0,"624,364","33,434",0,0,0,0,0,0,0,0,
90121,Antelope Valley Transit Authority,Lancaster,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,67140,"Palmdale--Lancaster, CA","359,559",88,"1,992,755","32,178",0,0,0,0,0,0,"7,299,840",0,0,0,0,0,0,0,"2,634,881",0,0,
30030,Washington Metropolitan Area Transit Authority,Washington,DC,Independent Public Agency or Authority of Transit Service,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759","2,807","7,351,971","1,812,002",0,"3,965,272",0,0,0,"438,160,464","17,194","29,928,913","26,295,448",0,"13,389,517",0,0,"38,133,170","5,991",0,0,
90039,"City of Culver City, dba: Culver City Municipal Bus Lines",Culver City,CA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",39,0,0,0,"642,723",0,0,0,0,"41,109",0,0,0,"1,413,401",0,0,0,"32,904",0,0,
