NTD ID,Agency,Reporter Type,Organization Type,City,State,Agency VOMS,Mode,Type Of Service,Mode VOMS,UACE Code,UZA Name,Primary UZA Area Sq Miles,Primary  UZA Population,Service Area Sq Miles,Service Area Population,Questionable Data,Time Period,Time Service Begins,Time Service Ends,Actual Vehicle/Passenger Car Miles,Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/ Passenger Deadhead Miles,Scheduled Vehicle/Passenger Car Revenue Miles,Actual Vehicles/ Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Trains In Operation,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles Traveled,Directional Route Miles,Days Of Service Operated,Days Not Operated - Strikes,Days Not Operated - Emergencies,Average Revenue Speed,Average Passenger Trip Length (APTL),Passengers per Vehicle Revenue Hour
50337,Branch Area Transit Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Coldwater,MI,13,MB,DO,1,,,,,,,,Annual Total,,,0,"19,804",0,0,0,"2,046",0,,,0,0,0,,0,0,,"12,341",,,0,0,,,,9.6794,,6.0318
50337,Branch Area Transit Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Coldwater,MI,13,DR,DO,12,,,,,,,,Annual Total,,,0,"365,783",0,0,0,"27,684",0,,,0,0,0,,0,0,,"123,144",,0,0,0,,,,13.2128,,4.4482
50338,"McLean County, dba: SHOW BUS Public Transportation, NFP",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bloomington,IL,27,DR,DO,27,,,,,,,,Annual Total,,,0,"373,218",0,0,0,"19,702",0,,,0,0,0,,0,0,,"56,643",,0,0,0,,,,18.9432,,2.875
50339,Monroe Randolph Transit District,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Sparta,IL,8,DR,DO,8,,,,,,,,Annual Total,,,0,"157,492",0,0,0,"8,328",0,,,0,0,0,,0,0,,"8,021",,0,0,0,,,,18.9111,,0.9631
50340,Otsego County Board of Commissioners,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Gaylord,MI,14,DR,DO,14,,,,,,,,Annual Total,,,0,"225,531",0,0,0,"19,689",0,,,0,0,0,,0,0,,"39,229",,0,0,0,,,,11.4547,,1.9924
50341,South East Area Transit,Rural Reporter,Independent Public Agency or Authority of Transit Service,Zanesville,OH,25,MB,DO,5,,,,,,,,Annual Total,,,0,"207,674",0,0,0,"13,832",0,,,0,0,0,,0,0,,"43,865",,,0,0,,,,15.014,,3.1713
50341,South East Area Transit,Rural Reporter,Independent Public Agency or Authority of Transit Service,Zanesville,OH,25,DR,DO,20,,,,,,,,Annual Total,,,0,"808,358",0,0,0,"28,522",0,,,0,0,0,,0,0,,"87,996",,0,0,0,,,,28.3416,,3.0852
50342,"LINK Hendricks County, dba: Hendricks and Morgan County Connect",Full Reporter,Private-Non-Profit Corporation,Danville,IN,23,DR,DO,23,"41,212","Indianapolis, IN",722.55,"1,699,881",818,"233,398",,Annual Total,,,"510,914","336,402","174,512",0,"28,852","21,892","6,960",0,0,0,0,0,,0,0,,"38,797",,,"276,836",0,,,,15.3664,7.1355,1.7722
50343,Perry County Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",New Lexington,OH,24,DR,DO,24,,,,,,,,Annual Total,,,0,"702,417",0,0,0,"30,675",0,,,0,0,0,,0,0,,"43,079",,0,0,0,,,,22.8987,,1.4044
50344,Ogemaw County Public Transportation,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",West Branch,MI,12,DR,DO,12,,,,,,,,Annual Total,,,0,"215,178",0,0,0,"13,570",0,,,0,0,0,,0,0,,"37,454",,0,0,0,,,,15.8569,,2.7601
50345,Effingham County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Effingham,IL,12,DR,DO,12,,,,,,,,Annual Total,,,0,"181,918",0,0,0,"15,848",0,,,0,0,0,,0,0,,"31,210",,"16,613",0,0,,,,11.4789,,1.9693
50346,Sanilac County Board of Commissioners,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Sandusky,MI,16,DR,DO,16,,,,,,,,Annual Total,,,0,"470,336",0,0,0,"20,289",0,,,0,0,0,,0,0,,"53,951",,0,0,0,,,,23.1818,,2.6591
50347,"Blue River Services , dba: Southern Indiana Transit System",Rural Reporter,Private-Non-Profit Corporation,Corydon,IN,14,MB,DO,5,,,,,,,,Annual Total,,,0,"38,794",0,0,0,"1,474",0,,,0,0,0,,0,0,,"5,492",,,0,0,,,,26.3189,,3.7259
50347,"Blue River Services , dba: Southern Indiana Transit System",Rural Reporter,Private-Non-Profit Corporation,Corydon,IN,14,DR,DO,9,,,,,,,,Annual Total,,,0,"117,389",0,0,0,"5,550",0,,,0,0,0,,0,0,,"13,008",,0,0,0,,,,21.1512,,2.3438
50349,"Winona, City of",Rural Reporter,Independent Public Agency or Authority of Transit Service,Winona,MN,6,DR,DO,1,,,,,,,,Annual Total,,,0,"16,682",0,0,0,"4,342",0,,,0,0,0,,0,0,,"1,487",,0,0,0,,,,3.842,,0.3425
50349,"Winona, City of",Rural Reporter,Independent Public Agency or Authority of Transit Service,Winona,MN,6,MB,DO,5,,,,,,,,Annual Total,,,0,"191,915",0,0,0,"15,893",0,,,0,0,0,,0,0,,"83,046",,,0,0,,,,12.0754,,5.2253
50350,City of Waupun,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Waupun,WI,2,DR,PT,2,,,,,,,,Annual Total,,,0,"39,817",0,0,0,"5,640",0,,,0,0,0,,0,0,,"11,297",,393,0,0,,,,7.0598,,2.003
50351,"Hamilton County Express Public Transit, dba: Hamilton County Express",Reduced Reporter,Private-Non-Profit Corporation,Noblesville,IN,15,DR,DO,15,"41,212","Indianapolis, IN",722.55,"1,699,881",402,"356,650",,Annual Total,,,0,"162,894",0,0,0,"11,854",0,,,0,0,0,,0,0,,"21,494",,0,0,0,,,,13.7417,,1.8132
50352,"Kendall County, dba: Kendall Area Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Yorkville,IL,15,DR,DO,15,,,,,,,,Annual Total,,,0,"136,723",0,0,0,"17,091",0,,,0,0,0,,0,0,,"22,806",,0,0,0,,,,7.9997,,1.3344
50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Independent Public Agency or Authority of Transit Service,Crookston,MN,18,MB,DO,6,,,,,,,,Annual Total,,,0,"59,825",0,0,0,"2,826",0,,,0,0,0,,0,0,,"8,748",,,0,0,,,,21.1695,,3.0955
50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Independent Public Agency or Authority of Transit Service,Crookston,MN,18,DR,DO,12,,,,,,,,Annual Total,,,0,"350,189",0,0,0,"29,386",0,,,0,0,0,,0,0,,"145,660",,0,0,0,,,,11.9169,,4.9568
50354,"City of Huntingburg, dba: Huntingburg Transit System",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Huntingburg,IN,3,DR,DO,3,,,,,,,,Annual Total,,,0,"23,116",0,0,0,"2,666",0,,,0,0,0,,0,0,,"11,589",,0,0,0,,,,8.6707,,4.347
50355,Barry County Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Hastings,MI,16,DR,DO,16,,,,,,,,Annual Total,,,0,"360,607",0,0,0,"21,218",0,,,0,0,0,,0,0,,"63,001",,0,0,0,,,,16.9953,,2.9692
50356,Delta Area Transit Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Escanaba,MI,19,DR,DO,19,,,,,,,,Annual Total,,,0,"316,200",0,0,0,"16,166",0,,,0,0,0,,0,0,,"68,677",,0,0,0,,,,19.5596,,4.2482
50358,"City of New Castle, dba: New Castle Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",New Castle,IN,4,DR,DO,4,,,,,,,,Annual Total,,,0,"38,981",0,0,0,"7,170",0,,,0,0,0,,0,0,,"32,285",,0,0,0,,,,5.4367,,4.5028
50359,City of Stevens Point,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Stevens Point,WI,10,MB,DO,5,,,,,,,,Annual Total,,,0,"184,521",0,0,0,"14,721",0,,,0,0,0,,0,0,,"105,945",,,0,0,,,,12.5345,,7.1969
50359,City of Stevens Point,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Stevens Point,WI,10,DR,DO,5,,,,,,,,Annual Total,,,0,"95,556",0,0,0,"6,924",0,,,0,0,0,,0,0,,"23,269",,0,0,0,,,,13.8007,,3.3606
50360,City of New Richmond,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",New Richmond,WI,2,DR,PT,2,,,,,,,,Annual Total,,,0,"67,954",0,0,0,"7,042",0,,,0,0,0,,0,0,,"15,297",,"2,167",0,0,,,,9.6498,,2.1723
50361,"Huntington County Council on Aging , dba: Huntington Area Transportation Service",Rural Reporter,Private-Non-Profit Corporation,Huntington,IN,15,DR,DO,15,,,,,,,,Annual Total,,,0,"255,224",0,0,0,"21,081",0,,,0,0,0,,0,0,,"32,248",,0,0,0,,,,12.1068,,1.5297
50362,Huron County Transit,Rural Reporter,Private-Non-Profit Corporation,Norwalk,OH,10,DR,DO,10,,,,,,,,Annual Total,,,0,"169,119",0,0,0,"11,361",0,,,0,0,0,,0,0,,"11,219",,0,0,0,,,,14.8859,,0.9875
50363,Scioto County/Access Scioto County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Portsmouth,OH,12,DR,DO,12,,,,,,,,Annual Total,,,0,"182,335",0,0,0,"14,455",0,,,0,0,0,,0,0,,"43,824",,0,0,0,,,,12.614,,3.0318
50364,"Jo Daviess County, dba: Jo Daviess County Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Galena,IL,14,DR,DO,14,,,,,,,,Annual Total,,,0,"288,606",0,0,0,"14,273",0,,,0,0,0,,0,0,,"25,205",,"16,822",0,0,,,,20.2204,,1.7659
50365,"Area IV Agency on Aging and Community Action Programs , dba: Tippecanoe County Transit",Rural Reporter,Area Agency on Aging,Lafayette,IN,5,DR,DO,5,,,,,,,,Annual Total,,,0,"12,869",0,0,0,"1,031",0,,,0,0,0,,0,0,,725,,0,0,0,,,,12.4821,,0.7032
50366,Door County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Sturgeon Bay,WI,9,DR,DO,1,,,,,,,,Annual Total,,,0,"15,014",0,0,0,"1,502",0,,,0,0,0,,0,0,,"3,218",,0,0,0,,,,9.996,,2.1425
50366,Door County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Sturgeon Bay,WI,9,DR,TX,8,,,,,,,,Annual Total,,,0,"311,378",0,0,0,"23,120",0,,,0,0,0,,0,0,,"35,513",,"2,567",0,0,,,,13.4679,,1.536
50369,"Manistee County Transportation, Inc.",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Manistee,MI,24,DR,DO,24,,,,,,,,Annual Total,,,0,"612,496",0,0,0,"37,436",0,,,0,0,0,,0,0,,"118,304",,0,0,0,,,,16.3611,,3.1602
50370,Huron Transit Corporation,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bad Axe,MI,46,DR,DO,46,,,,,,,,Annual Total,,,0,"2,138,103",0,0,0,"84,023",0,,,0,0,0,,0,0,,"399,075",,0,0,0,,,,25.4466,,4.7496
50371,Ontonagon County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Ontonagon,MI,5,DR,DO,5,,,,,,,,Annual Total,,,0,"125,883",0,0,0,"7,731",0,,,0,0,0,,0,0,,"27,006",,0,0,0,,,,16.2829,,3.4932
50374,Cadillac/Wexford Transit Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Cadillac,MI,27,DR,DO,27,,,,,,,,Annual Total,,,0,"1,194,114",0,0,0,"73,701",0,,,0,0,0,,0,0,,"130,726",,0,0,0,,,,16.2021,,1.7737
50375,City of Whitewater,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Whitewater,WI,3,DR,PT,3,,,,,,,,Annual Total,,,0,"54,790",0,0,0,"6,456",0,,,0,0,0,,0,0,,"21,789",,358,0,0,,,,8.4867,,3.375
50377,Hancock Area Transportation Services,Rural Reporter,Private-Non-Profit Corporation,Findlay,OH,17,DR,DO,17,,,,,,,,Annual Total,,,0,"498,336",0,0,0,"36,024",0,,,0,0,0,,0,0,,"63,434",,0,0,0,,,,13.8334,,1.7609
50379,Becker County Transit,Rural Reporter,Independent Public Agency or Authority of Transit Service,Detroit Lakes,MN,5,DR,DO,5,,,,,,,,Annual Total,,,0,"103,274",0,0,0,"8,811",0,,,0,0,0,,0,0,,"39,736",,0,0,0,,,,11.721,,4.5098
50382,Ashland Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Ashland,OH,8,DR,DO,8,,,,,,,,Annual Total,,,0,"165,785",0,0,0,"12,895",0,,,0,0,0,,0,0,,"36,163",,0,0,0,,,,12.8565,,2.8044
50383,Van Buren Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bangor,MI,16,DR,DO,14,,,,,,,,Annual Total,,,0,"399,963",0,0,0,"28,222",0,,,0,0,0,,0,0,,"49,327",,0,0,0,,,,14.172,,1.7478
50383,Van Buren Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bangor,MI,16,MB,DO,2,,,,,,,,Annual Total,,,0,"67,317",0,0,0,"5,088",0,,,0,0,0,,0,0,,"14,708",,,0,0,,,,13.2305,,2.8907
50384,Brown County Family Services,Rural Reporter,Independent Public Agency or Authority of Transit Service,,MN,7,DR,DO,7,,,,,,,,Annual Total,,,0,"157,509",0,0,0,"10,721",0,,,0,0,0,,0,0,,"40,102",,0,0,0,,,,14.6916,,3.7405
50385,Hancock County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Carthage,IL,3,DR,DO,3,,,,,,,,Annual Total,,,0,"85,663",0,0,0,"6,411",0,,,0,0,0,,0,0,,"6,384",,0,0,0,,,,13.3619,,0.9958
50386,Houghton Motor Transit Line,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Houghton,MI,8,DR,DO,6,,,,,,,,Annual Total,,,0,"42,252",0,0,0,"7,197",0,,,0,0,0,,0,0,,"12,664",,0,0,0,,,,5.8708,,1.7596
50386,Houghton Motor Transit Line,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Houghton,MI,8,MB,DO,2,,,,,,,,Annual Total,,,0,"25,636",0,0,0,"2,061",0,,,0,0,0,,0,0,,"27,910",,,0,0,,,,12.4386,,13.542
50387,"Union County Council on Aging , dba: Union County Transit",Rural Reporter,Private-Non-Profit Corporation,Liberty,IN,6,DR,DO,6,,,,,,,,Annual Total,,,0,"100,573",0,0,0,"9,031",0,,,0,0,0,,0,0,,"9,198",,0,0,0,,,,11.1364,,1.0185
50388,Marion Area Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Marion,OH,10,DR,DO,10,,,,,,,,Annual Total,,,0,"135,389",0,0,0,"15,723",0,,,0,0,0,,0,0,,"92,721",,0,0,0,,,,8.6109,,5.8972
50389,"Orange County First Chance Center , dba: Orange County Transit",Rural Reporter,Private-Non-Profit Corporation,Paoli,IN,5,DR,DO,5,,,,,,,,Annual Total,,,0,"59,548",0,0,0,"5,777",0,,,0,0,0,,0,0,,"8,914",,0,0,0,,,,10.3078,,1.543
50390,Ashtabula County Transportation System,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Jefferson,OH,16,DR,PT,12,,,,,,,,Annual Total,,,0,"254,351",0,0,0,"15,286",0,,,0,0,0,,0,0,,"31,499",,0,0,0,,,,16.6395,,2.0606
50390,Ashtabula County Transportation System,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Jefferson,OH,16,MB,PT,4,,,,,,,,Annual Total,,,0,"73,915",0,0,0,"6,006",0,,,0,0,0,,0,0,,"24,407",,,0,0,,,,12.3069,,4.0638
50391,City of Edgerton,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Edgerton,WI,1,DR,PT,1,,,,,,,,Annual Total,,,0,"16,915",0,0,0,"2,653",0,,,0,0,0,,0,0,,"4,278",,73,0,0,,,,6.3758,,1.6125
50392,"YMCA of Vincennes , dba: VanGo",Rural Reporter,Private-Non-Profit Corporation,Vincennes,IN,15,DR,DO,15,,,,,,,,Annual Total,,,0,"189,502",0,0,0,"11,964",0,,,0,0,0,,0,0,,"52,287",,0,0,0,,,,15.8394,,4.3704
50394,Trailblazer Joint Powers Board,Rural Reporter,Independent Public Agency or Authority of Transit Service,Glencoe,MN,32,DR,DO,32,,,,,,,,Annual Total,,,0,"1,060,286",0,0,0,"46,105",0,,,0,0,0,,0,0,,"207,168",,0,0,0,,,,22.9972,,4.4934
50395,Gladwin City/County Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Gladwin,MI,18,DR,DO,18,,,,,,,,Annual Total,,,0,"518,343",0,0,0,"38,733",0,,,0,0,0,,0,0,,"67,117",,0,0,0,,,,13.3825,,1.7328
50396,City of Jefferson,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Jefferson,WI,2,DR,PT,2,,,,,,,,Annual Total,,,0,"46,061",0,0,0,"6,241",0,,,0,0,0,,0,0,,"12,231",,"1,045",0,0,,,,7.3804,,1.9598
50397,Hubbard County,Rural Reporter,Independent Public Agency or Authority of Transit Service,Park Rapids,MN,6,MB,DO,2,,,,,,,,Annual Total,,,0,"12,731",0,0,0,"1,717",0,,,0,0,0,,0,0,,"5,175",,,0,0,,,,7.4147,,3.014
50397,Hubbard County,Rural Reporter,Independent Public Agency or Authority of Transit Service,Park Rapids,MN,6,DR,DO,4,,,,,,,,Annual Total,,,0,"56,324",0,0,0,"5,768",0,,,0,0,0,,0,0,,"25,741",,0,0,0,,,,9.7649,,4.4627
50398,Belding-Dial-A-Ride,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Belding,MI,5,DR,DO,5,,,,,,,,Annual Total,,,0,"54,375",0,0,0,"6,125",0,,,0,0,0,,0,0,,"23,385",,0,0,0,,,,8.8776,,3.818
50399,"Fayette County Council Agency on Aging and Aged, dba: Fayette County Public Transit",Rural Reporter,Area Agency on Aging,Connersville,IN,9,DR,DO,9,,,,,,,,Annual Total,,,0,"181,323",0,0,0,"15,061",0,,,0,0,0,,0,0,,"27,625",,0,0,0,,,,12.0392,,1.8342
50400,City of Fort Atkinson,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Fort Atkinson,WI,7,DR,PT,7,,,,,,,,Annual Total,,,0,"75,709",0,0,0,"9,454",0,,,0,0,0,,0,0,,"31,570",,"2,682",0,0,,,,8.0081,,3.3393
50401,Bay Area Rural Transit Commission,Rural Reporter,Independent Public Agency or Authority of Transit Service,Ashland,WI,17,MB,DO,17,,,,,,,,Annual Total,,,0,"794,195",0,0,0,"42,828",0,,,0,0,0,,0,0,,"88,599",,,0,0,,,,18.5438,,2.0687
50403,"Wells County Council on Aging , dba: Wells on Wheels",Rural Reporter,Private-Non-Profit Corporation,Bluffton,IN,8,DR,DO,8,,,,,,,,Annual Total,,,0,"147,313",0,0,0,"12,276",0,,,0,0,0,,0,0,,"27,623",,0,0,0,,,,12.0001,,2.2502
50404,Greenville Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Greenville,MI,6,DR,DO,6,,,,,,,,Annual Total,,,0,"58,102",0,0,0,"7,779",0,,,0,0,0,,0,0,,"23,370",,0,0,0,,,,7.4691,,3.0042
50405,City of Wisconsin Rapids,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Wisconsin Rapids,WI,11,DR,PT,11,,,,,,,,Annual Total,,,0,"404,265",0,0,0,"38,152",0,,,0,0,0,,0,0,,"77,259",,"27,110",0,0,,,,10.5962,,2.025
50406,Lancaster Public Transit System,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Lancaster,OH,16,DR,DO,10,39,Ohio Non-UZA,0,"4,126,404",,,,Annual Total,,,0,"243,278",0,0,0,"13,747",0,,,0,0,0,,0,0,,"39,643",,0,0,0,,,,17.6968,,2.8838
50406,Lancaster Public Transit System,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Lancaster,OH,16,MB,DO,6,39,Ohio Non-UZA,0,"4,126,404",,,,Annual Total,,,0,"183,393",0,0,0,"15,587",0,,,0,0,0,,0,0,,"71,616",,,0,0,,,,11.7658,,4.5946
50407,"City of Bedford, dba: Transit Authority of Stone City",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bedford,IN,5,DR,DO,5,,,,,,,,Annual Total,,,0,"60,185",0,0,0,"6,225",0,,,0,0,0,,0,0,,"20,398",,0,0,0,,,,9.6683,,3.2768
50408,"Hancock, City of",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Hancock,MI,4,DR,DO,4,,,,,,,,Annual Total,,,0,"68,367",0,0,0,"6,126",0,,,0,0,0,,0,0,,"21,828",,0,0,0,,,,11.1601,,3.5632
50409,Clintonville Transit Commission,Rural Reporter,Independent Public Agency or Authority of Transit Service,Clintonville,WI,2,DR,PT,2,,,,,,,,Annual Total,,,0,"15,712",0,0,0,"3,549",0,,,0,0,0,,0,0,,"5,873",,426,0,0,,,,4.4272,,1.6548
50410,Fayette County Transportation Program,Rural Reporter,Private-Non-Profit Corporation,Washington Court House,OH,14,DR,DO,13,,,,,,,,Annual Total,,,0,"244,551",0,0,0,"8,506",0,,,0,0,0,,0,0,,"22,196",,0,0,0,,,,28.7504,,2.6095
50410,Fayette County Transportation Program,Rural Reporter,Private-Non-Profit Corporation,Washington Court House,OH,14,MB,DO,1,,,,,,,,Annual Total,,,0,"12,887",0,0,0,"1,302",0,,,0,0,0,,0,0,,"1,832",,,0,0,,,,9.8978,,1.4071
50411,"Logan County, dba: SHOW BUS Public Transportation, NFP",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Lincoln,IL,7,DR,DO,7,,,,,,,,Annual Total,,,0,"101,413",0,0,0,"4,220",0,,,0,0,0,,0,0,,"11,176",,0,0,0,,,,24.0315,,2.6483
50412,City of Freeport,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Freeport,IL,15,DR,DO,15,,,,,,,,Annual Total,,,0,"226,397",0,0,0,"15,895",0,,,0,0,0,,0,0,,"41,508",,0,0,0,,,,14.2433,,2.6114
50413,Bay Area Transportation Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Traverse City,MI,76,MB,DO,48,"88,300","Traverse City--Garfield, MI",52.42,"56,890",,,,Annual Total,,,0,"1,101,136",0,0,0,"67,241",0,,,0,0,0,,0,0,,"201,064",,,0,0,,,,16.376,,2.9902
50413,Bay Area Transportation Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Traverse City,MI,76,DR,DO,28,"88,300","Traverse City--Garfield, MI",52.42,"56,890",,,,Annual Total,,,0,"602,676",0,0,0,"47,389",0,,,0,0,0,,0,0,,"87,710",,0,0,0,,,,12.7176,,1.8509
50414,West Central Mass Transit District,Rural Reporter,Independent Public Agency or Authority of Transit Service,Jacksonville,IL,32,DR,DO,32,,,,,,,,Annual Total,,,0,"501,617",0,0,0,"34,413",0,,,0,0,0,,0,0,,"86,956",,0,0,0,,,,14.5764,,2.5268
50415,Greenville Transit System,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Greenville,OH,7,DR,DO,7,,,,,,,,Annual Total,,,0,"140,841",0,0,0,"12,847",0,,,0,0,0,,0,0,,"44,063",,0,0,0,,,,10.9629,,3.4298
50416,Mecosta Osceola Transit Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Big Rapids,MI,10,DR,DO,10,,,,,,,,Annual Total,,,0,"295,152",0,0,0,"15,671",0,,,0,0,0,,0,0,,"20,782",,0,0,0,,,,18.8343,,1.3261
50418,City of Tomah,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Tomah,WI,4,DR,PT,4,,,,,,,,Annual Total,,,0,"295,841",0,0,0,"19,541",0,,,0,0,0,,0,0,,"67,925",,"12,290",0,0,,,,15.1395,,3.476
50420,Tazewell County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pekin,IL,17,DR,DO,17,,,,,,,,Annual Total,,,0,"417,264",0,0,0,"15,614",0,,,0,0,0,,0,0,,"39,782",,0,0,0,,,,26.7237,,2.5478
50421,Morgan County Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Mcconnelsville,OH,21,DR,DO,21,,,,,,,,Annual Total,,,0,"503,847",0,0,0,"25,340",0,,,0,0,0,,0,0,,"22,841",,0,0,0,,,,19.8835,,0.9014
50422,"Noble County Council on Aging , dba: Noble Transit System",Rural Reporter,Private-Non-Profit Corporation,Albion,IN,11,DR,DO,11,,,,,,,,Annual Total,,,0,"270,352",0,0,0,"16,931",0,,,0,0,0,,0,0,,"25,568",,0,0,0,,,,15.9679,,1.5101
50424,Transportation for Logan County,Rural Reporter,Private-Non-Profit Corporation,Bellefontaine,OH,24,DR,DO,24,,,,,,,,Annual Total,,,0,"652,471",0,0,0,"22,566",0,,,0,0,0,,0,0,,"62,594",,0,0,0,,,,28.9139,,2.7738
50425,Piatt County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Monticello,IL,11,DR,DO,11,,,,,,,,Annual Total,,,0,"390,440",0,0,0,"14,506",0,,,0,0,0,,0,0,,"30,394",,"16,803",0,0,,,,26.9158,,2.0953
50427,Marquette County Transit Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Marquette,MI,29,MB,DO,11,,,,,,,,Annual Total,,,0,"197,567",0,0,0,"37,740",0,,,0,0,0,,0,0,,"55,472",,,0,0,,,,5.2349,,1.4698
50427,Marquette County Transit Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Marquette,MI,29,DR,DO,18,,,,,,,,Annual Total,,,0,"598,888",0,0,0,"29,787",0,,,0,0,0,,0,0,,"52,014",,0,0,0,,,,20.1057,,1.7462
50428,SEMCAC,Rural Reporter,Independent Public Agency or Authority of Transit Service,Rushford,MN,13,DR,DO,13,,,,,,,,Annual Total,,,0,"257,078",0,0,0,"23,995",0,,,0,0,0,,0,0,,"46,765",,0,0,0,,,,10.7138,,1.9489
50429,Chillicothe Transit System,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Chillicothe,OH,21,MB,DO,4,,,,,,,,Annual Total,,,0,"169,351",0,0,0,"9,778",0,,,0,0,0,,0,0,,"44,989",,,0,0,,,,17.3196,,4.601
50429,Chillicothe Transit System,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Chillicothe,OH,21,DR,DO,17,,,,,,,,Annual Total,,,0,"376,858",0,0,0,"18,344",0,,,0,0,0,,0,0,,"105,298",,0,0,0,,,,20.5439,,5.7402
50430,"Fosston, City of",Rural Reporter,Independent Public Agency or Authority of Transit Service,Fosston,MN,1,DR,DO,1,,,,,,,,Annual Total,,,0,"19,472",0,0,0,"2,208",0,,,0,0,0,,0,0,,"13,570",,0,0,0,,,,8.8188,,6.1458
50431,City of Platteville,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Platteville,WI,6,DR,PT,3,,,,,,,,Annual Total,,,0,"113,973",0,0,0,"13,089",0,,,0,0,0,,0,0,,"28,213",,"4,148",0,0,,,,8.7075,,2.1555
50431,City of Platteville,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Platteville,WI,6,MB,PT,3,,,,,,,,Annual Total,,,0,"56,767",0,0,0,"5,443",0,,,0,0,0,,0,0,,"32,473",,,0,0,,,,10.4294,,5.966
