Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Hydrogen (kg),Hydrogen (kg) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kWh),Electric Propulsion (kWh) Questionable,Electric Battery (kWh),Electric Battery (kWh) Questionable,Diesel (miles),Diesel Questionable,Gasoline (miles),Gasoline Questionable,Liquefied Petroleum Gas (miles),Liquefied Petroleum Gas Questionable,Compressed Natural Gas (miles),Compressed Natural Gas Questionable,Hydrogen (miles),Hydrogen Questionable,Other Fuel (miles),Other Fuel Questionable,Electric Propulsion (miles),Electric Propulsion Questionable,Electric Battery (miles),Electric Battery Questionable,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Hydrogen (mpkg),Hydrogen (mpkg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kWh),Electric Propulsion (mi/kWh) Questionable,Electric Battery (mi/kWh),Electric Battery (mi/kWh) Questionable
"Lowell Regional Transit Authority, dba: LRTA",Lowell,MA,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",78,DR,PT,36,0,,"71,640",,0,,0,,0,,0,,0,,0,,0,,0,,"598,610",,0,,0,,0,,0,,0,,0,,,,8.36,,,,,,,,,,,,,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43912,"Kansas City, MO--KS","1,674,218",78,DR,PT,22,0,,"48,967",,0,,"21,616",,0,,0,,0,,0,,0,,0,,"396,564",,0,,"167,537",,0,,0,,0,,0,,,,8.10,,,,,,,,,,,,,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,88948,"Tulsa, OK","722,810",78,MB,DO,41,"38,990",,0,,0,,"495,771",,0,,0,,0,,0,,"17,732",,"243,686",,0,,0,,"3,098,571",,0,,0,,0,,"51,249",,6.25,,,,,,,,,,,,,,2.89,
"Erie Metropolitan Transit Authority, dba: the e",Erie,PA,30013,Independent Public Agency or Authority of Transit Service,Full Reporter,27766,"Erie, PA","187,820",78,DR,DO,33,"5,015",,"143,107",,0,,0,,0,,0,,0,,0,,0,,"41,293",,"770,938",,0,,0,,0,,0,,0,,0,,8.23,,5.39,,,,,,,,,,,,,
"Lowell Regional Transit Authority, dba: LRTA",Lowell,MA,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",78,MB,PT,42,"222,420",,"14,136",,0,,0,,0,,0,,0,,0,,0,,"1,095,509",,"30,291",,0,,0,,0,,0,,0,,0,,4.93,,2.14,,,,,,,,,,,,,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43912,"Kansas City, MO--KS","1,674,218",78,DR,TX,22,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,88948,"Tulsa, OK","722,810",78,MB,PT,16,0,,0,,0,,"49,106",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Erie Metropolitan Transit Authority, dba: the e",Erie,PA,30013,Independent Public Agency or Authority of Transit Service,Full Reporter,27766,"Erie, PA","187,820",78,MB,DO,45,"156,695",,0,,0,,"279,137",,0,,0,,0,,0,,0,,"678,969",,0,,0,,"1,056,650",,0,,0,,0,,0,,4.33,,,,,,,,,,,,,,,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43912,"Kansas City, MO--KS","1,674,218",78,CB,PT,15,"74,198",,0,,0,,0,,0,,0,,0,,0,,0,,"1,138,284",,0,,0,,0,,0,,0,,0,,0,,15.34,,,,,,,,,,,,,,,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,88948,"Tulsa, OK","722,810",78,DR,PT,21,0,,"22,098",,0,,"173,245",,0,,0,,0,,0,,0,,0,,"220,975",,0,,"2,165,566",,0,,0,,0,,0,,,,10.00,,,,,,,,,,,,,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,15508,"Charleston, SC","684,773",77,DR,PT,20,0,,"69,383",,0,,0,,0,,0,,0,,0,,0,,0,,"505,379",,0,,0,,0,,0,,0,,0,,,,7.28,,,,,,,,,,,,,
Greater Peoria Mass Transit District,Peoria,IL,50056,Independent Public Agency or Authority of Transit Service,Full Reporter,68509,"Peoria, IL","259,781",77,MB,DO,45,0,,0,,0,,0,,"512,999",,0,,0,,0,,"13,400",,"2,225,382",,0,,0,,0,,0,,0,,0,,"19,897",,,,,,,,,,,,,,,,1.48,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,15508,"Charleston, SC","684,773",77,MB,PT,51,"416,166",,"21,810",,0,,0,,0,,0,,0,,0,,"985,280",,"1,107,638",,"229,667",,0,,0,,0,,0,,0,,"430,238",,2.66,,10.53,,,,,,,,,,,,0.44,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,15508,"Charleston, SC","684,773",77,CB,PT,6,"37,146",,0,,0,,0,,0,,0,,0,,0,,0,,"1,152,433",,0,,0,,0,,0,,0,,0,,0,,31.02,,,,,,,,,,,,,,,
Greater Peoria Mass Transit District,Peoria,IL,50056,Independent Public Agency or Authority of Transit Service,Full Reporter,68509,"Peoria, IL","259,781",77,DR,PT,32,0,,"115,841",,0,,0,,0,,0,,0,,0,,0,,0,,"1,022,751",,0,,0,,0,,0,,0,,0,,,,8.83,,,,,,,,,,,,,
"City of Greensboro , dba: Greensboro Transit Agency",Greensboro,NC,40093,"City, County or Local Government Unit or Department of Transportation",Full Reporter,35164,"Greensboro, NC","338,928",76,MB,PT,41,"408,757",,0,,0,,0,,0,,0,,0,,0,,"901,802",,"1,882,950",,0,,0,,0,,0,,0,,0,,"427,069",,4.61,,,,,,,,,,,,,,0.47,
"City of Greensboro , dba: Greensboro Transit Agency",Greensboro,NC,40093,"City, County or Local Government Unit or Department of Transportation",Full Reporter,35164,"Greensboro, NC","338,928",76,DR,PT,35,0,,"184,839",,0,,0,,0,,0,,0,,0,,0,,0,,"1,228,150",,0,,0,,0,,0,,0,,0,,,,6.64,,,,,,,,,,,,,
"City of Torrance, dba: Torrance Transit System",Torrance,CA,90010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",74,MB,DO,38,0,,"20,706",,0,,"540,783",,0,,0,,0,,0,,0,,0,,"40,405",,0,,"1,603,575",,0,,0,,0,,0,,,,1.95,,,,,,,,,,,,,
"Hudson Transit Lines, Inc.",Mahwah,NJ,20126,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",74,CB,DO,74,"944,587",,0,,0,,0,,0,,0,,0,,0,,0,,"5,598,476",,0,,0,,0,,0,,0,,0,,0,,5.93,,,,,,,,,,,,,,,
"City of Torrance, dba: Torrance Transit System",Torrance,CA,90010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",74,DR,TX,36,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",73,CB,PT,6,"76,800",,0,,0,,0,,0,,0,,0,,0,,0,,"264,781",,0,,0,,0,,0,,0,,0,,0,,3.45,,,,,,,,,,,,,,,
Southeastern Regional Transit Authority,New Bedford,MA,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,61786,"New Bedford, MA","155,491",73,DR,PT,24,0,,"103,392",,0,,0,,0,,0,,0,,0,,0,,0,,"932,656",,0,,0,,0,,0,,0,,0,,,,9.02,,,,,,,,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",73,DR,PT,16,"47,079",,"20,718",,0,,0,,0,,0,,0,,0,,0,,"281,651",,0,,0,,0,,0,,0,,0,,0,,5.98,,0.00,,,,,,,,,,,,,
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,49933,"Lincoln, NE","291,217",73,DR,DO,17,0,,"22,612",,0,,"42,397",,0,,0,,0,,0,,0,,0,,"291,603",,0,,"381,392",,0,,0,,0,,0,,,,12.90,,,,,,,,,,,,,
Westmoreland County Transit Authority,Greensburg,PA,30044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,69697,"Pittsburgh, PA","1,745,039",73,DR,DO,42,0,,"202,038",,0,,0,,0,,0,,0,,0,,0,,0,,"1,813,348",,0,,0,,0,,0,,0,,0,,,,8.98,,,,,,,,,,,,,
Southeastern Regional Transit Authority,New Bedford,MA,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,61786,"New Bedford, MA","155,491",73,MB,PT,49,"370,729",,0,,0,,0,,0,,0,,0,,0,,0,,"2,015,687",,0,,0,,0,,0,,0,,0,,0,,5.44,,,,,,,,,,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",73,MB,PT,51,"634,760",,0,,0,,"15,156",,0,,0,,0,,0,,0,,"3,212,576",,0,,0,,"71,028",,0,,0,,0,,0,,5.06,,,,,,,,,,,,,,,
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,49933,"Lincoln, NE","291,217",73,MB,DO,56,"55,173",,0,,0,,"206,577",,0,,0,,0,,0,,"247,712",,"709,780",,0,,0,,"719,430",,0,,0,,0,,"151,792",,12.86,,,,,,,,,,,,,,0.61,
Westmoreland County Transit Authority,Greensburg,PA,30044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,69697,"Pittsburgh, PA","1,745,039",73,MB,DO,31,"86,574",,0,,0,,"157,805",,0,,0,,0,,0,,0,,"280,412",,0,,0,,"637,668",,0,,0,,0,,0,,3.24,,,,,,,,,,,,,,,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,DR,PT,15,0,,"7,657",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,65080,"Oklahoma City, OK","982,276",72,SR,PT,5,0,,0,,0,,0,,0,,0,,0,,"1,594,300",,0,,0,,0,,0,,0,,0,,0,,"154,793",,0,,,,,,,,,,,,,,0.10,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,65080,"Oklahoma City, OK","982,276",72,FB,PT,1,"3,443",,0,,0,,0,,0,,0,,0,,0,,0,,"4,583",,0,,0,,0,,0,,0,,0,,0,,1.33,,,,,,,,,,,,,,,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,MB,DO,26,"83,283",,0,,0,,"120,211",,0,,0,,0,,0,,0,,"603,497",,0,,0,,"338,279",,0,,0,,0,,0,,7.25,,,,,,,,,,,,,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,65080,"Oklahoma City, OK","982,276",72,VP,PT,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,DR,DO,26,0,,"48,388",,0,,"42,996",,0,,0,,0,,0,,0,,0,,"538,210",,0,,"119,615",,0,,0,,0,,0,,,,11.12,,,,,,,,,,,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,65080,"Oklahoma City, OK","982,276",72,MB,DO,49,"374,683",,0,,0,,"419,394",,0,,0,,0,,0,,"56,533",,"1,417,717",,0,,0,,"1,576,234",,0,,0,,0,,"27,088",,3.78,,,,,,,,,,,,,,0.48,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,65080,"Oklahoma City, OK","982,276",72,DR,DO,17,"53,233",,"4,389",,0,,"7,829",,0,,0,,0,,0,,0,,"473,683",,"46,801",,0,,"115,997",,0,,0,,0,,0,,8.90,,10.66,,,,,,,,,,,,,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,MB,PT,5,0,,"27,177",,0,,0,,0,,0,,0,,0,,0,,0,,"245,659",,0,,0,,0,,0,,0,,0,,,,9.04,,,,,,,,,,,,,
"Arlington County, Virginia, dba: Arlington Transit",Arlington,VA,30080,"City, County or Local Government Unit or Department of Transportation",Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",71,DR,PT,8,0,,"19,229",,0,,0,,0,,0,,0,,0,,0,,0,,"206,863",,0,,0,,0,,0,,0,,0,,,,10.76,,,,,,,,,,,,,
Gold Coast Transit District,Oxnard,CA,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,66673,"Oxnard--San Buenaventura (Ventura), CA","376,117",71,MB,DO,49,0,,0,,0,,"711,287",,0,,0,,0,,0,,0,,0,,0,,0,,"1,989,980",,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,45640,"Knoxville, TN","597,257",71,MB,DO,51,"565,560",,"7,302",,0,,0,,0,,0,,0,,0,,"209,175",,"2,038,395",,"162,199",,0,,0,,0,,0,,0,,"353,389",,3.60,,22.21,,,,,,,,,,,,1.69,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,46828,"Lakeland, FL","277,915",71,MB,PT,6,0,,"49,162",,0,,0,,0,,0,,0,,0,,0,,0,,"419,636",,0,,0,,0,,0,,0,,0,,,,8.54,,,,,,,,,,,,,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,46828,"Lakeland, FL","277,915",71,DR,PT,1,0,,"8,012",,0,,0,,0,,0,,0,,0,,0,,0,,"69,561",,0,,0,,0,,0,,0,,0,,,,8.68,,,,,,,,,,,,,
"Arlington County, Virginia, dba: Arlington Transit",Arlington,VA,30080,"City, County or Local Government Unit or Department of Transportation",Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",71,DR,TX,13,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
Gold Coast Transit District,Oxnard,CA,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,66673,"Oxnard--San Buenaventura (Ventura), CA","376,117",71,DR,PT,22,0,,"19,019",,0,,"53,212",,0,,0,,0,,0,,860,,0,,"209,975",,0,,"475,393",,0,,0,,0,,"2,103",,,,11.04,,,,,,,,,,,,2.45,
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,45640,"Knoxville, TN","597,257",71,DR,DO,20,0,,"87,834",,0,,0,,0,,0,,0,,0,,0,,0,,"619,423",,0,,0,,0,,0,,0,,0,,,,7.05,,,,,,,,,,,,,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,46828,"Lakeland, FL","277,915",71,MB,DO,35,"191,263",,"10,345",,0,,0,,0,,0,,0,,0,,0,,"991,971",,"289,557",,0,,0,,0,,0,,0,,0,,5.19,,27.99,,,,,,,,,,,,,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,46828,"Lakeland, FL","277,915",71,DR,DO,29,0,,"67,492",,0,,0,,0,,0,,0,,0,,0,,"2,032",,"735,425",,0,,0,,0,,0,,0,,0,,,,10.90,,,,,,,,,,,,,
"Arlington County, Virginia, dba: Arlington Transit",Arlington,VA,30080,"City, County or Local Government Unit or Department of Transportation",Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",71,MB,PT,50,0,,0,,0,,"725,362",,0,,0,,0,,0,,0,,0,,0,,0,,"2,105,166",,0,,0,,0,,0,,,,,,,,,,,,,,,,,
Valley Regional Transit,Meridian,ID,11,Independent Public Agency or Authority of Transit Service,Full Reporter,8785,"Boise City, ID","433,180",70,MB,PT,38,32,,0,,0,,"393,222",,0,,0,,0,,0,,"57,915",,0,,0,,0,,"1,429,208",,0,,0,,0,,"68,187",,0.00,,,,,,,,,,,,,,1.18,
Valley Regional Transit,Meridian,ID,11,Independent Public Agency or Authority of Transit Service,Full Reporter,8785,"Boise City, ID","433,180",70,DR,PT,32,0,,"4,841",,0,,"63,477",,0,,0,,0,,0,,0,,0,,"191,800",,0,,"724,803",,0,,0,,0,,0,,,,39.62,,,,,,,,,,,,,
Northern Indiana Commuter Transportation District,Chesterton,IN,50104,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746",70,CR,DO,70,0,,0,,0,,0,,0,,0,,0,,"13,144,250",,0,,0,,0,,0,,0,,0,,0,,"2,642,422",,0,,,,,,,,,,,,,,0.20,,,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,MB,DO,15,"173,952",,0,,0,,0,,0,,0,,0,,0,,0,,"401,200",,0,,0,,0,,0,,0,,0,,0,,2.31,,,,,,,,,,,,,,,
Hill Country Transit District,San Saba,TX,60091,Independent Public Agency or Authority of Transit Service,Full Reporter,44992,"Killeen, TX","257,222",69,DR,DO,58,"25,785",,"158,092",,0,,0,,0,,0,,0,,0,,0,,"260,165",,"1,704,577",,0,,0,,0,,0,,0,,0,,10.09,,10.78,,,,,,,,,,,,,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,CB,DO,6,"73,272",,0,,0,,0,,0,,0,,0,,0,,0,,"1,806,471",,0,,0,,0,,0,,0,,0,,0,,24.65,,,,,,,,,,,,,,,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,VP,DO,29,0,,"30,297",,0,,0,,0,,0,,0,,0,,0,,0,,"613,292",,0,,0,,0,,0,,0,,0,,,,20.24,,,,,,,,,,,,,
Hill Country Transit District,San Saba,TX,60091,Independent Public Agency or Authority of Transit Service,Full Reporter,44992,"Killeen, TX","257,222",69,MB,DO,11,"97,461",,"6,218",,0,,0,,0,,0,,0,,0,,0,,"422,253",,"34,885",,0,,0,,0,,0,,0,,0,,4.33,,5.61,,,,,,,,,,,,,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,DR,DO,19,"1,902",,0,,"85,292",,0,,0,,0,,0,,0,,0,,"19,474",,0,,"430,753",,0,,0,,"430,753",,0,,0,,10.24,,,,5.05,,,,,,,,,,,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,35920,"Gulfport--Biloxi, MS","236,344",68,MB,DO,16,"118,340",,0,,0,,0,,0,,0,,0,,0,,"8,743",,"944,442",,0,,0,,0,,0,,0,,0,,"5,635",,7.98,,,,,,,,,,,,,,0.64,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,35920,"Gulfport--Biloxi, MS","236,344",68,VP,PT,35,0,,"30,237",,0,,0,,0,,0,,0,,0,,0,,0,,"461,343",,0,,0,,0,,0,,0,,0,,,,15.26,,,,,,,,,,,,,
"Ms Coast Transportation Authority, dba: Coast Transit Authority",Gulfport,MS,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,35920,"Gulfport--Biloxi, MS","236,344",68,DR,DO,17,"32,917",,"10,054",,"12,247",,0,,0,,0,,0,,0,,0,,"229,677",,"97,375",,0,,0,,0,,"88,412",,0,,0,,6.98,,9.69,,0.00,,,,,,,,,,,
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,CB,PT,7,"47,216",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,DR,PT,44,"8,279",,"137,871",,0,,0,,0,,0,,0,,0,,0,,"651,150",,"1,255,771",,0,,0,,0,,0,,0,,0,,78.65,,9.11,,,,,,,,,,,,,
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,MB,PT,16,"266,344",,"18,273",,0,,0,,0,,0,,0,,0,,0,,"1,387,667",,"91,999",,0,,0,,0,,0,,0,,0,,5.21,,5.03,,,,,,,,,,,,,
"University of Georgia, dba: Transportation and Parking Services",Athens,GA,40180,University,Full Reporter,3763,"Athens-Clarke County, GA","143,213",66,MB,DO,58,"60,683",,0,,0,,0,,0,,0,,0,,0,,"727,200",,"201,449",,0,,0,,0,,0,,0,,0,,"670,410",,3.32,,,,,,,,,,,,,,0.92,
Capital Area Transit System,Baton Rouge,LA,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,5680,"Baton Rouge, LA","631,326",66,MB,DO,44,"697,395",,0,,0,,0,,0,,0,,0,,0,,914,,"2,419,188",,0,,0,,0,,0,,0,,0,,"77,811",,3.47,,,,,,,,,,,,,,85.13,
Stark Area Regional Transit Authority,Canton,OH,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,13375,"Canton, OH","295,319",66,DR,DO,30,"64,974",,0,,0,,"129,875",,0,,0,,0,,0,,0,,"1,475,622",,0,,0,,"1,106,917",,0,,0,,0,,0,,22.71,,,,,,,,,,,,,,,
"Central County Transportation Authority, dba: Metro Transit",Kalamazoo,MI,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,43723,"Kalamazoo, MI","204,562",66,DR,PT,41,"64,850",,"63,293",,0,,0,,0,,0,,0,,0,,0,,"333,327",,"843,111",,0,,0,,0,,0,,0,,0,,5.14,,13.32,,,,,,,,,,,,,
"University of Georgia, dba: Transportation and Parking Services",Athens,GA,40180,University,Full Reporter,3763,"Athens-Clarke County, GA","143,213",66,DR,DO,8,0,,"5,808",,0,,0,,0,,0,,0,,0,,"1,250",,0,,"23,257",,0,,0,,0,,0,,0,,143,,,,4.00,,,,,,,,,,,,0.11,
Stark Area Regional Transit Authority,Canton,OH,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,13375,"Canton, OH","295,319",66,MB,DO,36,"126,126",,0,,0,,"252,110",,0,,"40,845",,0,,0,,0,,"548,831",,0,,0,,"955,680",,"177,218",,0,,0,,0,,4.35,,,,,,,,4.3388,,,,,,,
Capital Area Transit System,Baton Rouge,LA,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,5680,"Baton Rouge, LA","631,326",66,DR,PT,22,0,,"93,634",,0,,0,,0,,0,,0,,0,,0,,0,,"659,414",,0,,0,,0,,0,,0,,0,,,,7.04,,,,,,,,,,,,,
"Central County Transportation Authority, dba: Metro Transit",Kalamazoo,MI,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,43723,"Kalamazoo, MI","204,562",66,MB,DO,25,"275,989",,0,,0,,0,,0,,0,,0,,0,,0,,"1,425,498",,0,,0,,0,,0,,0,,0,,0,,5.17,,,,,,,,,,,,,,,
Brazos Transit District,Bryan,TX,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,18748,"College Station--Bryan, TX","206,137",65,MB,DO,17,"103,873",,"31,787",,0,,0,,0,,0,,0,,0,,0,,"574,186",,"403,088",,0,,0,,0,,0,,0,,0,,5.53,,12.68,,,,,,,,,,,,,
"City of Wichita , dba: Wichita Transit",Wichita,KS,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95077,"Wichita, KS","500,231",65,DR,DO,22,0,,"107,903",,0,,0,,0,,0,,0,,0,,0,,0,,"831,715",,0,,0,,0,,0,,0,,0,,,,7.71,,,,,,,,,,,,,
Brazos Transit District,Bryan,TX,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,18748,"College Station--Bryan, TX","206,137",65,DR,DO,48,0,,"186,060",,0,,0,,0,,0,,0,,0,,0,,0,,"1,859,602",,0,,0,,0,,0,,0,,0,,,,9.99,,,,,,,,,,,,,
"City of Wichita , dba: Wichita Transit",Wichita,KS,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95077,"Wichita, KS","500,231",65,MB,DO,43,"257,872",,0,,0,,0,,0,,0,,0,,0,,"461,957",,"1,326,469",,0,,0,,0,,0,,0,,0,,"202,338",,5.14,,,,,,,,,,,,,,0.44,
"JAUNT, Inc.",Charlottesville,VA,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,15724,"Charlottesville, VA","104,191",64,CB,DO,10,0,,"31,997",,0,,0,,0,,0,,0,,0,,0,,0,,"249,788",,0,,0,,0,,0,,0,,0,,,,7.81,,,,,,,,,,,,,
"JAUNT, Inc.",Charlottesville,VA,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,15724,"Charlottesville, VA","104,191",64,DR,DO,54,0,,"180,704",,0,,0,,0,,0,,0,,0,,206,,0,,"1,477,209",,0,,0,,0,,0,,0,,685,,,,8.17,,,,,,,,,,,,3.33,
"Connecticut Department of Transportation- CTTransit Waterbury- NET, dba: CTTransit",Watertown,CT,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,92485,"Waterbury, CT","199,317",63,DR,DO,27,0,,"89,523",,0,,0,,0,,0,,0,,0,,0,,0,,"636,741",,0,,0,,0,,0,,0,,0,,,,7.11,,,,,,,,,,,,,
